id,mode,domain,subtype,product,session,query,expected_groups,success,llm_used,answer,tokens_in,tokens_out,answer_trace,model,temperature,max_output_tokens,harness_commit
arch-v2-000205,GPT4O_LONGCTX,battery,atomic_verified,LiCell-119,arch_v2_s000205,Is LiCell-119 a Thing?,"[[""Thing""]]",1,1,"Yes, LiCell-119 is a Thing.",799,10,"{""raw_answer"": ""Yes, LiCell-119 is a Thing."", ""request_id"": ""req_83371eeea66c4af3b167329d56f1d767"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000206,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0001,arch_v2_s000206,"According to battery_seed_0001, what is the Serial number?","[[""BMZ-0BB6A96154""]]",1,1,The Serial number is: BMZ-0BB6A96154.,1582,15,"{""raw_answer"": ""The Serial number is: BMZ-0BB6A96154."", ""request_id"": ""req_a06c542fdb944c4e8ab491b826b17ecc"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000207,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0052,arch_v2_s000207,"According to battery_seed_0052, what is the Spare parts availability target?","[[""5–10 years""]]",1,1,5–10 years (define contractually),2384,9,"{""raw_answer"": ""5\u201310 years (define contractually)"", ""request_id"": ""req_6352f66e21944d75892c09b81d268996"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000208,GPT4O_LONGCTX,battery,atomic_verified,LiCell-055,arch_v2_s000208,Is LiCell-055 a Battery?,"[[""Battery""]]",1,1,"Yes, LiCell-055 is a Battery.",798,10,"{""raw_answer"": ""Yes, LiCell-055 is a Battery."", ""request_id"": ""req_6cab738cd1094231ad81d4ab13d8717b"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000209,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0014,arch_v2_s000209,"According to battery_seed_0014, what is the GTIN?","[[""03012345678902""]]",1,1,The GTIN is 03012345678902.,1603,11,"{""raw_answer"": ""The GTIN is 03012345678902."", ""request_id"": ""req_2d22de671c7946d5ac5f682ddc83d10c"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000210,GPT4O_LONGCTX,battery,atomic_verified,LiCell-148,arch_v2_s000210,What is the compatible accessory of LiCell-148?,"[[""ThermalPad""]]",1,1,The compatible accessory of LiCell-148 is ThermalPad.,820,12,"{""raw_answer"": ""The compatible accessory of LiCell-148 is ThermalPad."", ""request_id"": ""req_110f12665dd8418a94ae6fcda4b9b0c4"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000211,GPT4O_LONGCTX,battery,atomic_verified,LiCell-083,arch_v2_s000211,Is LiCell-083 a Rechargeable Battery?,"[[""Rechargeable Battery""]]",1,1,"Yes, LiCell-083 is a Rechargeable Battery.",802,12,"{""raw_answer"": ""Yes, LiCell-083 is a Rechargeable Battery."", ""request_id"": ""req_42827d04a3d1426c88ab279287e5eb09"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000212,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0017,arch_v2_s000212,"According to battery_seed_0017, what is the EPREL ID?","[[""EPREL-BATT-VRT-0003""]]",1,1,EPREL ID: EPREL-BATT-VRT-0003,1493,13,"{""raw_answer"": ""EPREL ID: EPREL-BATT-VRT-0003"", ""request_id"": ""req_0e51603fa94e4a249b4443485d3a58f2"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000213,GPT4O_LONGCTX,battery,atomic_verified,LiCell-087,arch_v2_s000213,What is the manufacturer of LiCell-087?,"[[""NanoVolt""]]",1,1,The manufacturer of LiCell-087 is NanoVolt.,816,11,"{""raw_answer"": ""The manufacturer of LiCell-087 is NanoVolt."", ""request_id"": ""req_21ed084c9c2b4bcd99242cc2e1685b2b"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000214,GPT4O_LONGCTX,battery,atomic_verified,LiCell-134,arch_v2_s000214,Is LiCell-134 a Thing?,"[[""Thing""]]",1,1,"Yes, LiCell-134 is a Thing.",801,10,"{""raw_answer"": ""Yes, LiCell-134 is a Thing."", ""request_id"": ""req_7e0eb23ccc18418e9ad40eaaac9a4009"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000215,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0019,arch_v2_s000215,"According to battery_seed_0019, what is the Serial?","[[""VERK-MOD-24V50-3A99451820""]]",1,1,VERK-MOD-24V50-3A99451820,1596,14,"{""raw_answer"": ""VERK-MOD-24V50-3A99451820"", ""request_id"": ""req_037822ecfaee46848326fab21587c569"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000216,GPT4O_LONGCTX,battery,atomic_verified,LiCell-068,arch_v2_s000216,What is the voltage of LiCell-068?,"[[""18 V""]]",1,1,The voltage of LiCell-068 is 18 V.,817,12,"{""raw_answer"": ""The voltage of LiCell-068 is 18 V."", ""request_id"": ""req_96f680ae2ad8421099aec59359f8c072"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000217,GPT4O_LONGCTX,battery,atomic_verified,LiCell-028,arch_v2_s000217,Is LiCell-028 a Battery?,"[[""Battery""]]",1,1,"Yes, LiCell-028 is a Battery.",813,10,"{""raw_answer"": ""Yes, LiCell-028 is a Battery."", ""request_id"": ""req_722b778228934e67adfc5556c3be978e"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000218,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0034,arch_v2_s000218,"According to battery_seed_0034, what is the Electrolyte?","[[""LiPF6 in organic carbonate (Li‑ion) / acid for lead‑acid""]]",1,1,Electrolyte: LiPF6 in organic carbonate (Li‑ion) / acid for lead‑acid,1630,22,"{""raw_answer"": ""Electrolyte: LiPF6 in organic carbonate (Li\u2011ion) / acid for lead\u2011acid"", ""request_id"": ""req_2b62588ca81f485cae5fb78f408a9901"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000219,GPT4O_LONGCTX,battery,atomic_verified,LiCell-077,arch_v2_s000219,What is the capacity of LiCell-077?,"[[""2500 mAh""]]",1,1,The capacity of LiCell-077 is 2500 mAh.,824,14,"{""raw_answer"": ""The capacity of LiCell-077 is 2500 mAh."", ""request_id"": ""req_89e50c444f5641a3a8a70b8ef966dccf"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000220,GPT4O_LONGCTX,battery,atomic_verified,LiCell-027,arch_v2_s000220,Is LiCell-027 a Rechargeable Battery?,"[[""Rechargeable Battery""]]",1,1,"Yes, LiCell-027 is a Rechargeable Battery.",802,12,"{""raw_answer"": ""Yes, LiCell-027 is a Rechargeable Battery."", ""request_id"": ""req_249d6601015547af9efa5df9287a5e60"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000221,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0012,arch_v2_s000221,"According to battery_seed_0012, what is the Critical raw materials?","[[""Lithium, Cobalt, Nickel, Graphite""]]",1,1,"Critical raw materials: Lithium, Cobalt, Nickel, Graphite",1709,13,"{""raw_answer"": ""Critical raw materials: Lithium, Cobalt, Nickel, Graphite"", ""request_id"": ""req_f5c297ea0ffa431ba1d239f28abedec8"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000222,GPT4O_LONGCTX,battery,atomic_verified,LiCell-084,arch_v2_s000222,What is the compatible accessory of LiCell-084?,"[[""FuseKit""]]",1,1,The compatible accessory of LiCell-084 is FuseKit.,818,12,"{""raw_answer"": ""The compatible accessory of LiCell-084 is FuseKit."", ""request_id"": ""req_18b22838d8ba4e95962e0626f5ccf821"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000223,GPT4O_LONGCTX,battery,atomic_verified,LiCell-065,arch_v2_s000223,Is LiCell-065 a Product?,"[[""Product""]]",1,1,"Yes, LiCell-065 is a Product.",799,10,"{""raw_answer"": ""Yes, LiCell-065 is a Product."", ""request_id"": ""req_e4e7dfd57079459e9a789cd8aa7e5d2c"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000224,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0012,arch_v2_s000224,"According to battery_seed_0012, what is the Cathode?","[[""Ni‑Mn‑Co""]]",1,1,Cathode: Ni‑Mn‑Co,1470,8,"{""raw_answer"": ""Cathode: Ni\u2011Mn\u2011Co"", ""request_id"": ""req_6e9188698b18478d9a655f7912fe17bb"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000225,GPT4O_LONGCTX,battery,atomic_verified,LiCell-149,arch_v2_s000225,What is the capacity of LiCell-149?,"[[""2500 mAh""]]",1,1,The capacity of LiCell-149 is 2500 mAh.,818,14,"{""raw_answer"": ""The capacity of LiCell-149 is 2500 mAh."", ""request_id"": ""req_22eb063506ab4c33a54f6b95b72cb3b7"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000226,GPT4O_LONGCTX,battery,atomic_verified,LiCell-001,arch_v2_s000226,Is LiCell-001 a Product?,"[[""Product""]]",1,1,"Yes, LiCell-001 is a Product.",800,10,"{""raw_answer"": ""Yes, LiCell-001 is a Product."", ""request_id"": ""req_ce968a624a86402381134c85f62e8dc8"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000227,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0032,arch_v2_s000227,"According to battery_seed_0032, what is the firefighting?","[[""cool with water; avoid re‑ignition; trained personnel only""]]",1,1,Firefighting: cool with water; avoid re-ignition; trained personnel only.,1444,18,"{""raw_answer"": ""Firefighting: cool with water; avoid re-ignition; trained personnel only."", ""request_id"": ""req_2f0e760e8baa4747a1093f508d400d1f"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000228,GPT4O_LONGCTX,battery,atomic_verified,LiCell-082,arch_v2_s000228,What is the manufacturer of LiCell-082?,"[[""PowerCore""]]",1,1,PowerCore,804,2,"{""raw_answer"": ""PowerCore"", ""request_id"": ""req_2ecbf1b897db4c19bacb91c616a92678"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000229,GPT4O_LONGCTX,battery,atomic_verified,LiCell-044,arch_v2_s000229,Is LiCell-044 a Product?,"[[""Product""]]",1,1,"Yes, LiCell-044 is a Product.",818,10,"{""raw_answer"": ""Yes, LiCell-044 is a Product."", ""request_id"": ""req_5631832684604c88a9391ead6d8ace19"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000230,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0008,arch_v2_s000230,"According to battery_seed_0008, what is the Manufacture date?","[[""2025-04-12""]]",1,1,The Manufacture date is 2025-04-12.,1585,12,"{""raw_answer"": ""The Manufacture date is 2025-04-12."", ""request_id"": ""req_e40552d11ec444028456d430fde349d0"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000231,GPT4O_LONGCTX,battery,atomic_verified,LiCell-093,arch_v2_s000231,What is the voltage of LiCell-093?,"[[""18 V""]]",1,1,The voltage of LiCell-093 is 18 V.,803,12,"{""raw_answer"": ""The voltage of LiCell-093 is 18 V."", ""request_id"": ""req_5ce044f3997540b288d4f4346c879e24"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000232,GPT4O_LONGCTX,battery,atomic_verified,LiCell-012,arch_v2_s000232,Is LiCell-012 a Battery?,"[[""Battery""]]",1,1,"Yes, LiCell-012 is a Battery.",798,10,"{""raw_answer"": ""Yes, LiCell-012 is a Battery."", ""request_id"": ""req_d8c4d999ee7d456da73ffacfea7d5216"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000233,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0010,arch_v2_s000233,"According to battery_seed_0010, what is the Enclosure?","[[""IP67 (pack), IP6K9K optional""]]",1,1,"The Enclosure is IP67 (pack), IP6K9K optional.",1516,16,"{""raw_answer"": ""The Enclosure is IP67 (pack), IP6K9K optional."", ""request_id"": ""req_c3f8e40172f14482ab26e5201d2e605e"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000234,GPT4O_LONGCTX,battery,atomic_verified,LiCell-103,arch_v2_s000234,What is the manufacturer of LiCell-103?,"[[""PowerCore""]]",1,1,PowerCore,819,2,"{""raw_answer"": ""PowerCore"", ""request_id"": ""req_8cba701c09f944cbb97ff2d9405ac6f5"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000235,GPT4O_LONGCTX,battery,atomic_verified,LiCell-138,arch_v2_s000235,Is LiCell-138 a Rechargeable Battery?,"[[""Rechargeable Battery""]]",1,1,"Yes, LiCell-138 is a Rechargeable Battery.",803,12,"{""raw_answer"": ""Yes, LiCell-138 is a Rechargeable Battery."", ""request_id"": ""req_436ed50934f14ac692da63312a8c4433"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000236,GPT4O_LONGCTX,battery,atomic_verified,ProductA,arch_v2_s000236,"Based on records, list the component for ProductA. (datasheet v2)","[[""WirelessModule1"", ""Board1"", ""Battery1""]]",1,1,"The components for ProductA are Battery1, WirelessModule1, and Board1.",190,17,"{""raw_answer"": ""The components for ProductA are Battery1, WirelessModule1, and Board1."", ""request_id"": ""req_040a970c82f7440eb2d9bfe3f4a28e1a"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000237,GPT4O_LONGCTX,battery,atomic_verified,LiCell-024,arch_v2_s000237,What is the manufacturer of LiCell-024?,"[[""PowerCore""]]",1,1,PowerCore,804,2,"{""raw_answer"": ""PowerCore"", ""request_id"": ""req_266945eccd824376b54e3164051822db"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000238,GPT4O_LONGCTX,battery,atomic_verified,LiCell-111,arch_v2_s000238,Is LiCell-111 a Battery?,"[[""Battery""]]",1,1,"Yes, LiCell-111 is a Battery.",799,10,"{""raw_answer"": ""Yes, LiCell-111 is a Battery."", ""request_id"": ""req_d88622a95ceb49c0ada55e012aed3220"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000239,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0005,arch_v2_s000239,"According to battery_seed_0005, what is the Transport SOC?","[[""typically ≤30 %; pack in approved packaging; apply Class 9 labels""]]",0,1,Transport SOC: typically ≤30 %,1758,7,"{""raw_answer"": ""Transport SOC: typically \u226430 %"", ""request_id"": ""req_0e29358c794645fba5fe4b4807d22abc"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000240,GPT4O_LONGCTX,battery,atomic_verified,LiCell-081,arch_v2_s000240,What is the capacity of LiCell-081?,"[[""3000 mAh""]]",1,1,The capacity of LiCell-081 is 3000 mAh.,806,14,"{""raw_answer"": ""The capacity of LiCell-081 is 3000 mAh."", ""request_id"": ""req_0e5eb966d4fd437caae38bdf9d1f4cc5"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000241,GPT4O_LONGCTX,battery,atomic_verified,Energen,arch_v2_s000241,Is Energen a Thing?,"[[""Thing""]]",1,1,"Yes, Energen is a Thing.",2517,8,"{""raw_answer"": ""Yes, Energen is a Thing."", ""request_id"": ""req_415899955d354ab0b4034dd9f38ade48"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000242,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0015,arch_v2_s000242,"According to battery_seed_0015, what is the Parallel/series?","[[""up to 8 in parallel""]]",1,1,Up to 8 in parallel (verify cabinet spec).,1566,11,"{""raw_answer"": ""Up to 8 in parallel (verify cabinet spec)."", ""request_id"": ""req_8faca371be624a8190e8ce68e0c50b3c"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000243,GPT4O_LONGCTX,battery,atomic_verified,LiCell-030,arch_v2_s000243,What is the compatible accessory of LiCell-030?,"[[""ThermalPad""]]",1,1,"The compatible accessory of LiCell-030 is ""ThermalPad"".",822,14,"{""raw_answer"": ""The compatible accessory of LiCell-030 is \""ThermalPad\""."", ""request_id"": ""req_4f395b3e56354483963865d764bc7b6f"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000244,GPT4O_LONGCTX,battery,atomic_verified,LiCell-027,arch_v2_s000244,Is LiCell-027 a Thing?,"[[""Thing""]]",1,1,"Yes, LiCell-027 is a Thing.",798,10,"{""raw_answer"": ""Yes, LiCell-027 is a Thing."", ""request_id"": ""req_e5c340235d234a54b4822e484bb7a8e5"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000245,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0036,arch_v2_s000245,"According to battery_seed_0036, what is the ADR/IATA/IMDG packaging?","[[""per test summary and packing instructions""]]",1,1,"ADR/IATA/IMDG packaging: per test summary and packing instructions (e.g., P903, 965–970)",1549,26,"{""raw_answer"": ""ADR/IATA/IMDG packaging: per test summary and packing instructions (e.g., P903, 965\u2013970)"", ""request_id"": ""req_3a987c4a49704553830266d74b8b96ce"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000246,GPT4O_LONGCTX,battery,atomic_verified,LiCell-095,arch_v2_s000246,What is the manufacturer of LiCell-095?,"[[""CellTech""]]",1,1,CellTech,820,2,"{""raw_answer"": ""CellTech"", ""request_id"": ""req_bd5b23e89843416c84c78c03ee162c72"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000247,GPT4O_LONGCTX,battery,atomic_verified,float,arch_v2_s000247,Is float a Datatype?,"[[""Datatype""]]",1,1,"Yes, float is a Datatype.",1050,8,"{""raw_answer"": ""Yes, float is a Datatype."", ""request_id"": ""req_b08e9bc8407841a596e60d4b9059dd17"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000248,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0015,arch_v2_s000248,"According to battery_seed_0015, what is the Comms?","[[""CANopen / Modbus RTU (selectable); dry contact alarms""]]",1,1,Comms: CANopen / Modbus RTU (selectable); dry contact alarms,1464,17,"{""raw_answer"": ""Comms: CANopen / Modbus RTU (selectable); dry contact alarms"", ""request_id"": ""req_4776a5a7ef2448b4b6d3b4108c08e33d"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000249,GPT4O_LONGCTX,battery,atomic_verified,LiCell-129,arch_v2_s000249,What is the manufacturer of LiCell-129?,"[[""Energen""]]",1,1,The manufacturer of LiCell-129 is Energen.,803,11,"{""raw_answer"": ""The manufacturer of LiCell-129 is Energen."", ""request_id"": ""req_4be78e701f284cfda188619823bd098d"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000250,GPT4O_LONGCTX,battery,atomic_verified,LiCell-132,arch_v2_s000250,Is LiCell-132 a Product?,"[[""Product""]]",1,1,"Yes, LiCell-132 is a Product.",816,10,"{""raw_answer"": ""Yes, LiCell-132 is a Product."", ""request_id"": ""req_579767e8a55245c68215efa4cd233142"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000251,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0024,arch_v2_s000251,"According to battery_seed_0024, what is the Protection features?","[[""OVP/UVP/OCP/OTP; insulation monitoring""]]",1,1,Protection features: OVP/UVP/OCP/OTP; insulation monitoring (if applicable),1620,19,"{""raw_answer"": ""Protection features: OVP/UVP/OCP/OTP; insulation monitoring (if applicable)"", ""request_id"": ""req_f04fed74fdad4cc480654ebaa6747289"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000252,GPT4O_LONGCTX,battery,atomic_verified,LiCell-088,arch_v2_s000252,What is the capacity of LiCell-088?,"[[""2200 mAh""]]",1,1,The capacity of LiCell-088 is 2200 mAh.,805,14,"{""raw_answer"": ""The capacity of LiCell-088 is 2200 mAh."", ""request_id"": ""req_92b15f25f85c4023aa05507fd4dcb4f3"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000253,GPT4O_LONGCTX,battery,atomic_verified,LiCell-096,arch_v2_s000253,Is LiCell-096 a Battery?,"[[""Battery""]]",1,1,"Yes, LiCell-096 is a Battery.",797,10,"{""raw_answer"": ""Yes, LiCell-096 is a Battery."", ""request_id"": ""req_bec61730c8ce4640811e6b9145c37728"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000254,GPT4O_LONGCTX,battery,atomic_verified,ProductA,arch_v2_s000254,"From the product documentation, what standard (conforms to) applies to ProductA?","[[""EN 62133-2"", ""Battery Safety Standard"", ""Wireless Compliance Standard"", ""RoHS""]]",1,1,The standard that applies to ProductA is EN 62133-2.,190,15,"{""raw_answer"": ""The standard that applies to ProductA is EN 62133-2."", ""request_id"": ""req_636292bea63f4b3e873675595d08c539"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000255,GPT4O_LONGCTX,battery,atomic_verified,LiCell-123,arch_v2_s000255,What is the compatible accessory of LiCell-123?,"[[""ThermalPad""]]",1,1,The compatible accessory of LiCell-123 is ThermalPad.,820,12,"{""raw_answer"": ""The compatible accessory of LiCell-123 is ThermalPad."", ""request_id"": ""req_5c4a9307ec7344088ad1169d9d031d12"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000256,GPT4O_LONGCTX,battery,atomic_verified,LiCell-108,arch_v2_s000256,Is LiCell-108 a Battery?,"[[""Battery""]]",1,1,"Yes, LiCell-108 is a Battery.",798,10,"{""raw_answer"": ""Yes, LiCell-108 is a Battery."", ""request_id"": ""req_a3f066c39dd14c2bb0eea39d4141d855"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000257,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0015,arch_v2_s000257,"According to battery_seed_0015, what is the UN number?","[[""UN 3480""]]",1,1,UN number: UN 3480,1538,7,"{""raw_answer"": ""UN number: UN 3480"", ""request_id"": ""req_ea889f25de0248e5bbc29280d5f106d6"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000258,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0004,arch_v2_s000258,"According to battery_seed_0004, what is the Spare parts availability target?","[[""5–10 years""]]",1,1,5–10 years (define contractually),2384,9,"{""raw_answer"": ""5\u201310 years (define contractually)"", ""request_id"": ""req_b3f720fbfc22407a972d01380cafd3b2"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000259,GPT4O_LONGCTX,battery,atomic_verified,LiCell-089,arch_v2_s000259,Is LiCell-089 a Thing?,"[[""Thing""]]",1,1,"Yes, LiCell-089 is a Thing.",800,10,"{""raw_answer"": ""Yes, LiCell-089 is a Thing."", ""request_id"": ""req_1afbbf542ad345178da3a9759e885331"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000260,GPT4O_LONGCTX,battery,atomic_verified,battery_seed_0047,arch_v2_s000260,"According to battery_seed_0047, what is the Version?","[[""1.1""]]",1,1,Version: 1.1,1382,6,"{""raw_answer"": ""Version: 1.1"", ""request_id"": ""req_dafd38a9b9db4fb294ec7cbd27ec8fea"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000261,GPT4O_LONGCTX,battery,atomic_verified,LiCell-145,arch_v2_s000261,What is the capacity of LiCell-145?,"[[""3500 mAh""]]",1,1,The capacity of LiCell-145 is 3500 mAh.,804,14,"{""raw_answer"": ""The capacity of LiCell-145 is 3500 mAh."", ""request_id"": ""req_b9d7995b28844716bd7ccaa8425d5dc4"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
arch-v2-000262,GPT4O_LONGCTX,battery,atomic_verified,LiCell-092,arch_v2_s000262,Is LiCell-092 a Battery?,"[[""Battery""]]",1,1,"Yes, LiCell-092 is a Battery.",816,10,"{""raw_answer"": ""Yes, LiCell-092 is a Battery."", ""request_id"": ""req_1c5da78ebccf47049b2a578f64185a72"", ""execution_api"": ""live""}",gpt-4o-mini-2024-07-18,0.0,220,b3da0efcb33025a739a784324b844af10ebe8a35
